2056969668	en
80060092	es
2292716156	id
95932478	es
1987949745	en
2598413921	id
1976831980	en
2374524326	en
2766995950	en
2088909899	en
1989779196	en
2412096338	en
2360383020	en
2106495747	en
2209159419	en
2090872255	fr
1886010826	en
2406202831	en
1969427343	en
2819145441	en
2402773654	en
1502820750	en
2422704801	zh_chs
2753967423	en
2087043517	en
2784974797	zh_chs
2884066702	de
2002841668	en
2083288287	en
2030637419	en
2843887270	en
2075792604	en
48257829	id
2125557098	nl
2274649201	en
2722294145	en
1997230126	ja
2028734614	en
2119261997	en
1548705926	es
2072035284	en
128282448	en
1484822662	zh_chs
15862189	en
2040014301	en
2859058154	de
2834075808	en
1576892194	en
2092790216	en
988156315	pl
1963892332	en
2829084592	en
2560146771	es
2586857991	en
2340889471	en
2045700428	en
2163499505	en
2804630289	en
2317083577	en
2313333218	en
2336477320	zh_chs
1595505982	en
2094706484	en
2553387043	en
2626002030	en
2134861992	en
2606750829	en
2763148707	en
2100296448	en
2199132138	zh_chs
2264659692	zh_chs
2237732173	en
757110046	no
2043758371	en
2012060883	en
2066354483	en
159470049	en
1530350697	tr
2732640063	en
1971276578	en
1973129165	en
1967602369	en
2010235956	sv
2038147665	en
2737160496	en
2062578021	en
1986098920	ja
2324547878	en
2481888123	en
1914789207	en
2526465747	zh_chs
2570961208	id
2032535685	en
2219372204	en
208305776	es
2328445952	es
1604807117	es
2122295014	en
2349831641	en
2564773460	en
2034367385	en
2228187871	fr
2770160826	en
64148356	es
2824145284	en
2157131428	en
1672470394	fr
2017628246	en
2070144282	en
2615766793	en
2759755935	en
2385352626	en
2053157602	en
2112899794	en
2792912514	ko
2474660821	en
143792844	pt
1993523189	en
2269722179	zh_chs
1539626923	pl
937325544	pl
368004405	ja
108	en
2283178109	zh_chs
2085166097	en
1999085090	en
2013951601	ko
2590669264	en
1982354588	en
1980533222	en
2888215141	sr
2510494331	pt
2058849017	nl
1521473468	nl
2863951037	en
2773203993	en
1647571610	es
2015795783	en
2580907813	en
1586093713	en
2056969690	en
80060095	ja
2292716162	de
95932481	en
1987949764	en
2598413923	de
1976831983	en
2374524513	en
